"","hash.id","tmp"
"1","d31458861abd71166b0c84b6fcdd4dff8ea29a40","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Seq_00001"
"2","e9ae04a410735949efe3ed7149bb088bf3e57e70","NA__NA__NA__NA__NA__NA__NA__Seq_00002"
"3","290d16fbe14c5c0b729585bcec94ae20e2a66f29","NA__NA__NA__NA__NA__NA__NA__Seq_00003"
"4","8278f17acfb259439877603a23a8314c3af064f6","NA__NA__NA__NA__NA__NA__NA__Seq_00004"
"5","2ec78f4e561eff6f145269b3281cf497f7627dca","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00005"
"6","7fcf8ab238c7b5c792191ef8d9113bb83cb93c97","NA__NA__NA__NA__NA__NA__NA__Seq_00006"
"7","51b24df83b4a68613b34065c1583207d8fb4ad9b","NA__NA__NA__NA__NA__NA__NA__Seq_00007"
"8","bd907eebe8c54fc35994d00b3318b898ebb79a51","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00008"
"9","7c4dc16d44ed404a1a5b9710ead57ee62a27b279","NA__NA__NA__NA__NA__NA__NA__Seq_00009"
"10","bc02f2a31dc3341d916070e2a69ca7f2840c46a6","NA__NA__NA__NA__NA__NA__NA__Seq_00010"
"11","f29b7aa6f87d16401df576261ed7cd7e44559017","NA__NA__Oomycetes__Peronosporales__Peronosporaceae__Phytophthora__Phytophthora cambivora__Seq_00011"
"12","a6e5b80ad88f8f7a23de07dfd414d57f84636753","NA__NA__NA__NA__NA__NA__NA__Seq_00012"
"13","0adf7b9444acb6f8eb10175a487eef85ba324bcc","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00013"
"14","9e5f9a11911e23c80ead23b92c1cd8360835b1a5","NA__NA__NA__NA__NA__NA__NA__Seq_00014"
"15","5a4892eb908c6ce3cd6e4fa170f9f536e02f11b5","NA__NA__NA__NA__NA__NA__NA__Seq_00015"
"16","f67338a06ccce62cf8fa2654ad74c8577342fef8","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Seq_00016"
"17","007d57343da8b23cf493f3c66d6d59d96617e00f","NA__NA__NA__NA__NA__NA__NA__Seq_00017"
"18","5f163531b35e785031e3bef381b6a2c8e42ff7af","NA__NA__NA__NA__NA__NA__NA__Seq_00018"
"19","df2066f62e9a5d6c3589cba51e08de488d81de71","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Seq_00019"
"20","09a13a0b702d3550d7d8100040b3550264d27f64","NA__NA__NA__NA__NA__NA__NA__Seq_00020"
"21","4ebf63f8ed24ac38f5972c0843195731ed42c58f","NA__NA__NA__NA__NA__NA__NA__Seq_00021"
"22","a41903f26061e0750bea8135a7a82b66df6afd0f","NA__NA__NA__NA__NA__NA__NA__Seq_00022"
"23","a0808c3049d8cb6510e36914b4b81d242264bca7","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00023"
"24","b753ff6b73547c87ad9856eaf323381e57cdd256","NA__NA__NA__NA__NA__NA__NA__Seq_00024"
"25","7f77a1e269b16ffd1131b86ebd9532b5c9e41301","NA__NA__NA__NA__NA__NA__NA__Seq_00025"
"26","1d83734ad1508a2bc3da6c3e93043f11d6241edd","Metazoa__NA__NA__NA__NA__NA__NA__Seq_00026"
"27","06c5efdd23279c7da68cc0d281b7903ee4c47cb2","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00027"
"28","2cccc455fe24e45d9e191762b73503e703e08497","NA__NA__NA__NA__NA__NA__NA__Seq_00028"
"29","e43c348edaa5694c4c48b84ca411b0f7a05df25d","Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Seq_00029"
"30","5615a89cdbb8b7fa005b187cca2000b135d4ad3d","NA__NA__NA__NA__NA__NA__NA__Seq_00030"
"31","0dd5484138196c9ce626633bf0fc2e4af34d1645","NA__NA__NA__NA__NA__NA__NA__Seq_00031"
"32","10abc800f8e1b45f364cd0c96d699274751afbbc","NA__NA__NA__NA__NA__NA__NA__Seq_00032"
"33","fef7f333b4a33e3b9e281b9507ae41c3ead40dae","NA__NA__NA__NA__NA__NA__NA__Seq_00033"
"34","4417e5d32ee1bde296b63a5efda57a4aa6df2488","NA__NA__NA__NA__NA__NA__NA__Seq_00034"
"35","9fd0f1cdb2658f99c7a2de577a81fbf03507438c","NA__NA__NA__NA__NA__NA__NA__Seq_00035"
"36","e8da07052900d1394cee992be34f83aa07639f8f","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00036"
"37","b150f0527c06cd415298ba8a2bf21659de04939a","NA__NA__NA__NA__NA__NA__NA__Seq_00037"
"38","ef7342bea578dd8a7447b1f4d6e47534a1984f0c","NA__NA__NA__NA__NA__NA__NA__Seq_00038"
"39","ce58180855d37c58484e232cc5bf1a12d79393a8","NA__NA__NA__NA__NA__NA__NA__Seq_00039"
"40","33aa71c34f9f50d8b72e918b375fa572db884fce","NA__NA__NA__NA__NA__NA__NA__Seq_00040"
"41","72061eec868e96d2da2667991b41dd244ed52f83","Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Seq_00041"
"42","b450a1868a85869b3a6055c374a27b99896e4816","NA__NA__NA__NA__NA__NA__NA__Seq_00042"
"43","0ed071f3b6b6154a6df3da4880f9986742065ec2","NA__NA__NA__NA__NA__NA__NA__Seq_00043"
"44","01eb76834eecb8a5ee4bb7d06f23f483f8668f00","NA__NA__NA__NA__NA__NA__NA__Seq_00044"
"45","6548b644dbe3b94cfc42f8b5371aba9ed80724bd","NA__NA__NA__NA__NA__NA__NA__Seq_00045"
"46","9236c858b4af07bf8724f5b367da9e17e936d615","NA__NA__NA__NA__NA__NA__NA__Seq_00046"
"47","103eda75da0657f3817155d2b96a497b5a26dddf","NA__NA__Florideophyceae__NA__NA__NA__NA__Seq_00047"
"48","6932c543f466b6999e5d873a804d35026d165907","Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_00048"
"49","6804cf05e8614f85f8e6fd78b4a99c70aa70fad8","NA__NA__NA__NA__NA__NA__NA__Seq_00049"
"50","3f557cd9149dc34b04418c2ff1eb7f241f7efd3a","NA__NA__NA__NA__NA__NA__NA__Seq_00050"
"51","47059bcdb5105e97b80719b92bebf17ce0b7360c","NA__NA__NA__NA__NA__NA__NA__Seq_00051"
"52","61512ccbf7375b317126799d73e41165affa1610","NA__NA__NA__NA__NA__NA__NA__Seq_00052"
"53","a415f41fe4551fb60d8bddf39fc131a86609fe76","NA__NA__NA__NA__NA__NA__NA__Seq_00053"
"54","0394d6cc3d6d0e035cb06ac9b9a6aed2b081e6bd","NA__NA__NA__NA__NA__NA__NA__Seq_00054"
"55","c33b1180d07b56a01ffc0147115fb938b80c1a7f","NA__NA__NA__NA__NA__NA__NA__Seq_00055"
"56","612767f9eab3a88ca4c2f5ed2e91dc48f4cb9606","NA__NA__NA__NA__NA__NA__NA__Seq_00056"
"57","b147ac50d60c0fd1d4567680e9a0081d020130e4","NA__NA__NA__NA__NA__NA__NA__Seq_00057"
"58","07c8aafde56e4f7a11907f8127ec570b1cf8570c","NA__NA__NA__NA__NA__NA__NA__Seq_00058"
"59","bb9f55939bf7318cf15ee25b0a24bf13c51895e9","NA__NA__NA__NA__NA__NA__NA__Seq_00059"
"60","2915b0a8afcb5792b329c9627ac1194bf1db03ce","NA__NA__NA__NA__NA__NA__NA__Seq_00060"
"61","cfb1664dc73ffd93c5022d6fc8cb8e906fb7c857","NA__NA__NA__NA__NA__NA__NA__Seq_00061"
"62","8538bc651583daa593b0bb72988aa1906c088b35","NA__NA__NA__NA__NA__NA__NA__Seq_00062"
"63","544a7ae34cbff9f505d5761aabc4e5816f108296","NA__NA__NA__NA__NA__NA__NA__Seq_00063"
"64","8f0aba3d460e6971e873fc29b15e210f045d7aea","NA__NA__NA__NA__NA__NA__NA__Seq_00064"
"65","22980cec2b23949826e6d1f769cba2f074ce3b8b","NA__NA__NA__NA__NA__NA__NA__Seq_00065"
"66","26fa5489ab123b1b8e9fca666c321cb061715ed0","NA__NA__NA__NA__NA__NA__NA__Seq_00066"
"67","5e998b58b276d3b2e32bac1ae3f0ea1342e20023","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00067"
"68","9d0a7e8394c93d548b6757ec669c17f0b31f8c98","NA__NA__NA__NA__NA__NA__NA__Seq_00068"
"69","9205f449f4095e0a6ad50e674a4f50039e786318","NA__NA__NA__NA__NA__NA__NA__Seq_00069"
"70","a73140bc19e2a8c32780ad0214cd417bbd8a8541","NA__NA__NA__NA__NA__NA__NA__Seq_00070"
"71","12e8dc8f57e908ccac25b5abf1a49af06eedc525","NA__NA__NA__NA__NA__NA__NA__Seq_00071"
"72","c47dcd5cc705094d93122b055340a58768857cfa","NA__NA__NA__NA__NA__NA__NA__Seq_00072"
"73","80dfeefe610dc4776e8595596e90c093f0bce01e","NA__NA__NA__NA__NA__NA__NA__Seq_00073"
"74","ad4f3ff8bb5d79726f4e8a4eb542d0f4c6a7e85d","NA__NA__NA__NA__NA__NA__NA__Seq_00074"
"75","53e9531f0390bbf276330e1b71c05795037ebd89","NA__NA__NA__NA__NA__NA__NA__Seq_00075"
"76","acbe01c76c48daa00ea9851dd3c38490e5eac130","NA__NA__NA__NA__NA__NA__NA__Seq_00076"
"77","ad1fea252b45e23e3cde64abaa64e6b81cd7d959","NA__NA__NA__NA__NA__NA__NA__Seq_00077"
"78","cedef7b3dcc1e5edeee682f6e19a24913895281a","NA__NA__NA__NA__NA__NA__NA__Seq_00078"
"79","d717c1cc4bb12e3fa38fc247ebd34a7f5c01b54d","NA__NA__NA__NA__NA__NA__NA__Seq_00079"
"80","4e985010fd2a82c9b56deb5adeb49bb2746c193e","NA__NA__NA__NA__NA__NA__NA__Seq_00080"
"81","71d6170f28019b6dc9b423608c26049baa7d04ad","NA__NA__NA__NA__NA__NA__NA__Seq_00081"
"82","5de256af930a2488f9242abe14e185bf3e9851b3","NA__NA__NA__NA__NA__NA__NA__Seq_00082"
"83","ace979e677c8ca8737eb89c62f1f0906c1f4b8d0","Metazoa__NA__NA__NA__NA__NA__NA__Seq_00083"
"84","fdcaa77b6eb8bf7cd77a5f84f8ea40f819717e7d","NA__NA__NA__NA__NA__NA__NA__Seq_00084"
"85","11797089de84a3fd4c1975fba6e68a6e1fefb264","NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00085"
